;seg;badseg;meanamp_ROI;standard;wordreps;word.y;Typefrequenz_absolut;Nachbarn_mittel_absolut;Typelaenge_Zeichen;baysur;prederr
1;1;;-4.7828;223;0.0;Rotbuche;0.009269356597600873;0.039473684210526314;0.625;0.046286101075363864;
2;2;;-12.4731;224;0.0;Pappel;0.04198473282442748;0.5;0.375;0.017026694048115246;
3;3;;-17.5481;224;0.0;Ahorn;0.028898582333696837;0.23684210526315788;0.25;0.008511706443555637;
4;4;;-16.0807;224;0.0;Eiche;0.20610687022900764;0.6842105263157895;0.25;0.004884108539506955;
5;5;;5.7436;225;0.0;Akazie;0.017448200654307525;0.013157894736842105;0.375;0.00301228399372919;
6;6;;-7.2843;222;0.0;SchÃ¼rze;0.31624863685932386;0.19736842105263158;0.5;0.03541111848525799;
7;7;;1.1128;224;0.0;Handschuh;0.17938931297709923;0.09210526315789473;0.75;0.013327277239733832;
8;8;;-2.8503;224;0.0;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.0074130365852903505;
9;9;;-10.1842;224;0.0;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.004711276453212691;
10;10;;6.4983;225;0.0;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.003193242591173313;
11;11;;-3.1508;222;0.0;Steppe;0.2039258451472192;0.21052631578947367;0.375;0.03549945232149744;
12;12;;-1.3507;224;0.0;Fluss;0.0539803707742639;0.25;0.25;0.020520883872043785;
13;13;;-3.037;224;0.0;Lagune;0.07906215921483097;0.09210526315789473;0.375;0.009340965054919914;
14;14;;2.4796;224;0.0;Urwald;0.18865866957470012;0.14473684210526316;0.375;0.004806018141529461;
15;15;;7.643;225;0.0;Schlucht;0.25572519083969464;0.15789473684210525;0.625;0.0034154361765274224;
16;16;;-16.2617;222;0.0;Halstuch;0.06706652126499454;0.013157894736842105;0.625;0.0058030423989021305;
17;17;;4.3715;224;0.034482758620689655;Pullover;0.23336968375136313;0.07894736842105263;0.625;0.004017590467597715;
18;18;;-0.2154;224;0.0;Jackett;0.15267175572519084;0.13157894736842105;0.5;0.002912169620619848;
19;19;;-7.1905;224;0.034482758620689655;Strumpf;0.13195201744820065;0.09210526315789473;0.5;0.002162550183555672;
20;20;;9.4458;224;0.034482758620689655;Jeans;0.10905125408942203;0.42105263157894735;0.25;0.0016243149923569368;
21;21;;2.2829;225;0.0;Kopftuch;0.14285714285714285;0.02631578947368421;0.625;0.0012224719151643193;
